timestamp,ambience_lux,light_needed
07:16:29,8119.43,no
13:40:19,29326.02,no
12:51:53,18381.07,no
08:25:55,20302.01,no
13:40:32,28555.96,no
19:03:21,75.87,no
22:53:03,2.47,yes
20:57:11,0.83,yes
14:04:59,23708.69,no
18:58:05,44.36,no
06:28:19,180.08,no
16:51:01,100.0,no
01:14:26,1.14,yes
06:29:35,190.81,no
05:33:18,20.14,no
10:17:13,34696.13,no
13:37:43,26786.26,no
16:47:11,100.0,no
16:11:11,100.0,no
13:44:40,30407.89,no
22:52:24,1.99,yes
13:48:15,29556.84,no
02:06:19,2.51,yes
09:19:44,31923.69,no
08:15:18,17169.87,no
13:53:52,25146.81,no
08:32:20,22926.71,no
16:34:29,100.0,no
12:35:23,14958.46,no
20:04:09,3.34,yes
16:21:33,100.0,no
13:55:53,25077.03,no
19:59:50,14.13,yes
23:26:07,2.06,yes
19:34:04,25.59,no
10:56:04,25054.78,no
23:15:35,2.02,yes
09:00:14,28301.61,no
15:41:38,8500.49,no
18:58:13,29.63,no
05:11:26,20.51,no
05:33:21,23.4,no
21:42:10,3.27,yes
16:16:49,100.0,no
01:23:25,1.71,yes
03:19:05,2.73,yes
17:30:15,159.62,no
14:17:43,25116.24,no
12:38:04,17349.78,no
11:03:38,23263.95,no
00:14:30,0.79,yes
09:32:44,29468.57,no
10:56:29,24458.75,no
18:01:02,163.48,no
11:31:55,15097.63,no
13:38:28,27818.67,no
03:45:54,3.4,yes
00:22:41,2.67,yes
11:10:35,21619.49,no
06:00:54,98.12,no
16:25:15,100.0,no
14:26:40,21624.52,no
09:02:37,26016.54,no
20:59:54,3.27,yes
02:25:27,1.48,yes
14:41:20,22020.47,no
00:24:50,2.71,yes
08:29:25,22088.06,no
09:13:47,30983.63,no
16:02:46,2193.25,no
14:45:40,23465.19,no
20:28:15,1.19,yes
07:15:27,5844.86,no
08:19:43,20436.59,no
00:01:00,2.64,yes
22:31:30,1.56,yes
20:15:54,0.56,yes
18:42:10,48.37,no
15:01:27,17949.98,no
14:54:15,22651.76,no
03:28:30,1.75,yes
13:19:58,26433.88,no
11:48:49,17207.42,no
19:22:07,65.27,no
05:48:50,74.1,no
05:26:46,33.52,no
10:21:58,37425.78,no
21:21:36,0.69,yes
02:05:40,3.11,yes
05:04:05,20.36,no
21:06:07,1.34,yes
00:18:01,2.01,yes
01:59:24,2.77,yes
21:22:35,0.99,yes
15:10:07,19455.53,no
09:39:45,26449.08,no
07:08:04,1451.96,no
22:05:55,3.17,yes
05:20:50,25.02,no
14:07:53,24691.09,no
15:11:05,18888.39,no
18:36:37,127.37,no
02:28:08,2.05,yes
07:05:47,4427.03,no
07:12:22,4340.03,no
21:06:29,1.81,yes
00:17:48,1.77,yes
03:57:47,2.08,yes
19:20:12,56.52,no
02:24:23,1.5,yes
20:41:10,1.47,yes
02:33:55,3.24,yes
14:52:08,22590.14,no
07:57:50,11807.15,no
23:05:20,2.63,yes
01:48:01,2.73,yes
00:48:57,1.61,yes
06:29:48,180.08,no
06:20:54,113.2,no
09:47:10,26563.89,no
06:37:18,190.5,no
12:24:34,18746.42,no
02:59:09,0.5,yes
15:36:43,9307.24,no
13:45:16,31786.07,no
22:44:59,1.24,yes
05:26:57,14.38,yes
22:56:54,3.5,yes
05:14:05,55.72,no
11:44:53,15074.77,no
19:53:49,17.78,yes
14:58:09,16445.12,no
12:04:47,18207.14,no
13:33:05,28180.75,no
22:11:53,1.84,yes
18:37:04,127.91,no
18:45:50,96.46,no
21:45:26,1.74,yes
14:25:34,23263.35,no
04:44:59,2.6,yes
15:04:42,18732.32,no
01:19:06,2.01,yes
13:56:25,23204.25,no
23:27:14,3.5,yes
14:13:24,23433.09,no
22:30:12,1.83,yes
03:27:25,2.37,yes
22:47:05,2.48,yes
23:10:51,2.97,yes
12:47:40,18995.17,no
08:01:24,10138.94,no
05:43:14,58.15,no
04:33:39,2.12,yes
19:08:18,83.74,no
20:43:36,1.9,yes
15:26:08,10874.62,no
16:34:57,100.0,no
21:13:49,2.53,yes
12:15:16,15860.33,no
12:36:45,15715.44,no
13:20:41,27243.52,no
12:36:10,16425.78,no
14:36:59,22949.64,no
22:06:36,3.04,yes
21:04:33,2.13,yes
02:12:26,2.99,yes
08:02:50,8842.32,no
08:06:37,15952.63,no
01:13:45,0.84,yes
00:53:58,1.23,yes
20:03:48,3.49,yes
02:27:44,1.73,yes
02:46:05,1.86,yes
11:42:48,15958.18,no
18:53:23,74.8,no
22:43:11,2.03,yes
07:30:20,7695.7,no
02:53:05,2.09,yes
08:59:37,28604.0,no
10:54:39,23501.73,no
20:32:47,1.5,yes
08:59:45,28599.8,no
17:13:33,185.48,no
02:09:34,1.56,yes
05:33:40,29.26,no
02:24:50,1.93,yes
01:32:44,2.07,yes
20:37:52,0.5,yes
18:12:32,101.54,no
16:56:24,100.0,no
19:19:57,82.45,no
21:40:05,2.23,yes
07:58:04,11687.4,no
16:06:14,779.73,no
08:58:29,28160.39,no
18:15:51,81.96,no
04:06:48,1.98,yes
08:38:33,23822.86,no
14:28:42,22908.14,no
00:28:22,3.45,yes
22:29:01,1.04,yes
00:41:28,0.73,yes
13:36:15,27435.45,no
01:54:46,1.6,yes
06:46:50,168.53,no
02:21:09,1.64,yes
13:46:16,31072.94,no
05:42:55,64.02,no
23:23:28,3.07,yes
03:49:20,3.28,yes
19:06:34,64.89,no
11:06:05,25638.99,no
01:31:13,1.83,yes
14:45:45,23052.06,no
16:19:25,100.0,no
07:49:19,13961.05,no
22:55:16,2.12,yes
09:25:09,29966.31,no
02:30:33,2.77,yes
02:55:25,2.14,yes
15:53:28,4919.55,no
17:16:37,208.5,no
15:28:24,8539.96,no
07:41:32,11172.88,no
13:44:41,30503.37,no
00:36:32,0.55,yes
14:12:05,22977.37,no
03:09:37,0.82,yes
05:00:00,1.34,yes
16:27:53,100.0,no
06:16:32,149.61,no
11:02:05,25530.33,no
12:00:11,17569.03,no
05:18:13,60.76,no
17:57:25,111.98,no
11:31:59,15022.13,no
18:48:49,70.22,no
23:19:02,2.1,yes
19:43:11,0.1,yes
22:26:03,0.89,yes
02:12:48,3.5,yes
14:18:29,24077.09,no
13:42:17,29308.04,no
23:14:27,2.24,yes
05:44:00,101.9,no
23:31:31,2.85,yes
02:38:11,2.97,yes
15:45:30,8178.26,no
11:37:28,16229.69,no
10:18:17,36066.57,no
04:35:07,1.68,yes
16:51:46,100.0,no
17:58:56,142.73,no
16:40:03,100.0,no
22:19:08,0.86,yes
18:33:16,102.8,no
14:18:05,24078.09,no
00:26:25,3.2,yes
17:17:21,211.43,no
09:55:50,26070.3,no
21:17:13,2.23,yes
16:11:28,100.0,no
10:31:05,37001.41,no
08:23:14,19362.56,no
04:18:17,3.39,yes
15:18:17,12954.75,no
04:22:09,2.1,yes
19:58:52,0.1,yes
19:29:26,75.21,no
13:01:51,18662.96,no
16:12:19,100.0,no
21:35:49,1.22,yes
17:33:57,197.34,no
22:57:59,3.26,yes
19:06:10,26.54,no
02:16:03,3.46,yes
07:34:12,6322.33,no
20:35:52,0.5,yes
02:28:48,2.17,yes
02:29:37,3.34,yes
17:24:22,133.13,no
08:22:56,20145.7,no
01:20:14,2.48,yes
21:41:06,1.61,yes
12:18:22,21313.81,no
02:42:41,3.45,yes
06:24:46,102.78,no
06:21:57,114.51,no
13:00:23,19198.16,no
09:34:08,28607.3,no
17:57:11,143.46,no
17:03:26,214.85,no
20:51:30,2.12,yes
11:32:02,15028.09,no
20:34:59,0.87,yes
18:52:18,36.16,no
12:59:51,21150.97,no
08:41:07,23391.72,no
23:24:01,3.36,yes
10:53:26,22839.62,no
06:35:08,200.06,no
01:24:46,3.24,yes
05:42:03,61.06,no
12:33:36,14930.5,no
13:15:04,23773.87,no
00:00:04,1.52,yes
21:50:48,3.37,yes
05:28:32,47.91,no
02:24:11,1.36,yes
23:24:59,3.38,yes
04:58:00,1.15,yes
11:39:11,15572.51,no
07:53:06,12579.52,no
03:35:03,1.58,yes
15:50:18,5826.35,no
20:07:56,1.98,yes
03:23:39,2.76,yes
21:36:27,1.23,yes
09:17:46,30188.43,no
16:12:39,100.0,no
03:16:28,1.87,yes
08:55:08,26157.99,no
17:47:50,165.45,no
13:00:17,19019.01,no
10:17:52,36006.08,no
07:10:52,3866.51,no
22:06:50,3.43,yes
13:51:15,29863.56,no
13:45:24,31171.65,no
23:52:06,0.5,yes
22:18:53,1.03,yes
03:04:45,3.2,yes
10:58:56,21479.96,no
09:15:30,31037.66,no
08:09:54,15424.18,no
07:43:16,12624.62,no
15:39:52,7563.87,no
02:59:36,0.53,yes
22:37:17,0.78,yes
22:56:40,3.34,yes
07:44:13,11889.05,no
08:36:53,24073.22,no
03:45:33,3.1,yes
22:42:46,2.74,yes
09:22:38,30768.13,no
09:28:10,31848.54,no
23:40:32,1.78,yes
08:41:08,23403.14,no
15:09:35,19673.24,no
22:57:05,3.04,yes
00:19:24,1.94,yes
05:23:21,16.86,yes
10:14:12,34081.18,no
03:10:55,1.5,yes
09:38:46,27678.06,no
02:55:34,2.4,yes
15:43:11,8220.38,no
09:32:40,29356.65,no
09:15:05,31116.61,no
07:40:41,9878.28,no
11:47:00,15561.17,no
15:09:07,19986.97,no
05:50:45,118.42,no
18:18:45,105.33,no
15:34:31,7552.77,no
20:23:54,0.5,yes
09:02:51,25938.57,no
18:20:14,147.63,no
19:05:50,57.31,no
01:23:03,1.29,yes
03:44:07,2.63,yes
15:09:23,18686.17,no
09:47:53,26282.03,no
11:25:16,15293.39,no
17:09:58,172.32,no
14:35:21,24199.39,no
06:37:14,190.68,no
10:50:26,21731.29,no
15:34:42,7257.59,no
04:00:22,2.96,yes
15:04:56,18766.77,no
16:26:02,100.0,no
14:46:17,23070.82,no
06:48:55,186.51,no
09:53:48,28968.04,no
19:59:21,2.72,yes
10:13:52,34325.57,no
12:25:28,18760.09,no
01:53:34,1.8,yes
03:25:51,3.37,yes
14:26:01,22834.46,no
16:13:38,100.0,no
06:58:07,204.75,no
10:56:50,22865.18,no
11:25:05,15472.52,no
18:38:13,118.3,no
03:41:26,3.46,yes
08:35:09,23272.93,no
00:23:56,2.4,yes
08:43:33,25479.76,no
12:15:45,16243.92,no
06:39:30,146.73,no
08:58:53,28117.36,no
02:22:44,1.91,yes
11:21:22,16924.09,no
14:08:57,24903.14,no
21:38:44,0.82,yes
14:23:59,24178.22,no
02:33:00,3.07,yes
09:30:39,29067.57,no
02:13:24,2.22,yes
08:08:55,13973.36,no
21:44:28,3.0,yes
17:46:15,188.27,no
13:15:06,23830.33,no
00:20:39,1.08,yes
17:51:49,114.49,no
19:00:23,54.99,no
12:57:47,21124.39,no
02:32:40,2.8,yes
12:05:30,16933.08,no
14:42:44,21386.18,no
18:58:46,34.37,no
04:47:22,2.72,yes
06:23:37,107.56,no
01:17:14,2.06,yes
04:48:50,2.84,yes
02:35:10,2.69,yes
12:06:08,16583.86,no
06:58:39,176.69,no
18:47:09,96.91,no
22:33:48,1.71,yes
12:57:40,22164.88,no
08:06:30,15527.3,no
22:55:10,2.09,yes
19:53:19,28.13,no
18:04:31,130.76,no
00:15:24,0.82,yes
07:12:40,3885.79,no
17:54:40,105.12,no
02:41:16,3.28,yes
18:55:28,32.67,no
14:25:30,23329.52,no
10:48:34,23283.26,no
11:39:04,15282.06,no
08:52:38,27368.76,no
10:31:38,37532.19,no
08:14:47,16563.71,no
07:58:10,11194.08,no
10:13:01,34929.55,no
06:19:16,173.61,no
02:04:37,2.3,yes
20:31:51,0.9,yes
03:03:30,2.71,yes
17:58:14,154.0,no
13:50:44,28569.4,no
08:31:24,22225.04,no
05:39:50,94.17,no
23:02:25,2.86,yes
01:12:11,1.58,yes
01:16:17,1.08,yes
11:13:47,21129.64,no
01:12:07,1.9,yes
19:57:34,14.46,yes
18:29:50,88.3,no
20:24:59,0.53,yes
20:23:55,0.5,yes
17:08:50,197.59,no
14:00:46,25017.2,no
12:00:13,16898.67,no
10:39:18,33177.44,no
16:19:01,100.0,no
19:33:33,18.85,yes
15:18:29,13198.77,no
18:48:30,82.47,no
13:53:30,26385.21,no
21:14:35,2.35,yes
18:43:57,75.97,no
08:31:59,22546.53,no
23:05:25,2.36,yes
04:22:12,2.07,yes
07:41:20,11246.83,no
06:56:58,199.19,no
01:27:07,1.48,yes
18:49:59,104.27,no
14:03:52,23145.72,no
23:51:56,1.09,yes
03:12:52,0.72,yes
01:30:53,1.57,yes
01:47:30,2.44,yes
18:10:45,107.84,no
21:10:32,3.31,yes
03:27:06,2.54,yes
16:11:30,100.0,no
16:50:50,100.0,no
06:31:33,118.9,no
11:52:11,15650.56,no
02:57:26,2.48,yes
21:26:15,1.1,yes
03:09:17,0.63,yes
10:52:38,22586.14,no
05:29:53,32.1,no
03:56:53,2.31,yes
10:13:14,34642.71,no
20:40:07,1.67,yes
04:07:26,1.54,yes
12:58:50,21272.9,no
16:52:11,100.0,no
17:09:48,187.31,no
20:59:06,3.21,yes
07:31:34,5790.33,no
16:54:51,100.0,no
00:35:35,1.78,yes
14:34:05,23263.04,no
17:19:50,202.03,no
18:05:30,126.41,no
04:40:37,1.38,yes
01:04:13,0.5,yes
10:05:04,31726.77,no
23:25:42,2.38,yes
13:44:31,30773.22,no
08:56:43,27588.59,no
17:19:59,201.87,no
09:24:57,30235.17,no
05:26:15,30.63,no
11:07:54,25216.93,no
04:29:03,3.42,yes
16:28:47,100.0,no
16:02:47,2380.16,no
04:39:31,1.45,yes
08:17:36,19985.89,no
14:22:34,23612.74,no
19:13:09,85.61,no
23:43:37,3.18,yes
04:15:25,3.01,yes
19:45:43,0.1,yes
19:10:24,44.96,no
20:45:36,0.5,yes
06:10:12,78.5,no
02:13:00,2.8,yes
09:32:46,29207.19,no
18:23:07,137.48,no
11:28:48,15320.73,no
08:15:56,18567.03,no
01:09:43,1.01,yes
22:30:32,1.81,yes
01:49:36,2.13,yes
10:44:33,23095.17,no
22:42:38,2.92,yes
15:31:49,6238.46,no
03:58:12,2.49,yes
21:43:12,2.55,yes
01:29:28,1.45,yes
09:42:12,28222.51,no
23:57:34,2.53,yes
21:41:26,2.44,yes
06:58:33,173.37,no
04:22:38,2.34,yes
02:22:55,1.68,yes
08:21:57,20157.81,no
01:58:59,3.04,yes
08:26:40,19190.41,no
07:57:58,11954.14,no
11:08:53,23494.59,no
02:31:31,2.77,yes
11:58:30,17971.02,no
21:15:58,1.83,yes
11:03:34,23180.64,no
11:03:06,23379.64,no
10:12:37,34590.98,no
08:45:26,25096.98,no
22:03:36,1.79,yes
22:51:52,2.51,yes
23:21:46,3.17,yes
20:28:21,1.68,yes
21:32:48,2.35,yes
17:53:53,155.65,no
03:53:47,3.09,yes
04:00:09,3.43,yes
13:57:43,24328.07,no
08:23:08,20356.84,no
20:47:32,1.67,yes
00:46:35,2.63,yes
00:22:17,1.83,yes
18:38:27,105.15,no
23:01:17,3.23,yes
19:08:39,74.57,no
22:15:53,0.7,yes
02:10:44,2.12,yes
03:19:36,2.6,yes
16:44:04,1210.32,no
13:13:24,23015.8,no
19:41:36,17.24,yes
16:23:16,100.0,no
18:14:16,138.14,no
01:13:29,1.4,yes
00:21:25,1.21,yes
15:25:38,11572.44,no
08:33:13,23957.28,no
00:39:36,0.75,yes
08:48:23,25843.95,no
07:19:10,8784.1,no
16:17:12,100.0,no
10:22:12,38469.1,no
16:47:16,100.0,no
12:24:01,18627.55,no
02:58:26,1.55,yes
23:52:43,0.62,yes
16:01:21,4276.02,no
04:26:25,2.99,yes
15:03:14,16768.87,no
19:09:22,51.7,no
16:24:29,100.0,no
05:27:15,9.18,yes
03:02:03,2.82,yes
13:30:21,28474.77,no
20:13:31,1.76,yes
19:30:45,54.7,no
19:08:51,93.43,no
08:24:58,21579.74,no
04:16:36,2.93,yes
20:38:58,1.46,yes
10:03:56,31373.7,no
05:32:56,40.95,no
13:59:38,25592.71,no
04:20:35,2.98,yes
02:01:36,1.82,yes
02:03:47,3.25,yes
22:43:40,1.66,yes
22:31:00,1.66,yes
02:08:53,2.89,yes
00:27:13,2.57,yes
01:23:11,1.63,yes
14:12:01,22975.31,no
05:37:51,71.7,no
15:05:42,18217.69,no
20:14:07,2.24,yes
02:05:12,2.42,yes
18:05:00,118.03,no
11:50:27,16395.43,no
01:27:55,1.65,yes
04:58:08,1.01,yes
21:58:47,3.06,yes
09:36:29,27823.8,no
20:21:38,0.51,yes
00:18:03,1.92,yes
13:52:23,27161.32,no
14:25:46,23635.72,no
21:56:29,1.92,yes
09:07:35,29053.68,no
05:18:47,63.28,no
09:49:51,28021.93,no
06:55:17,221.08,no
00:26:10,3.28,yes
00:49:23,1.37,yes
00:37:11,1.08,yes
17:24:14,154.38,no
02:28:14,1.84,yes
23:21:33,2.57,yes
11:56:18,17343.52,no
18:48:47,76.19,no
04:15:32,3.5,yes
15:40:14,8426.96,no
19:51:52,48.86,no
06:57:07,194.62,no
15:38:20,7653.66,no
07:24:14,10229.33,no
17:30:39,167.05,no
12:09:27,16781.51,no
20:21:05,0.61,yes
10:04:53,31807.97,no
16:17:09,100.0,no
15:58:34,7129.94,no
09:58:40,29940.47,no
20:02:21,3.11,yes
22:03:52,1.79,yes
13:53:50,25190.72,no
13:54:24,24857.51,no
08:09:58,15480.96,no
08:13:52,16634.84,no
10:58:57,21488.4,no
05:10:33,12.19,yes
11:29:55,14773.43,no
06:40:55,153.02,no
22:42:56,2.45,yes
16:17:37,100.0,no
09:21:16,30863.6,no
20:25:22,1.45,yes
02:20:12,1.46,yes
13:14:00,23315.43,no
09:31:15,29982.98,no
09:42:36,28116.25,no
20:24:01,0.5,yes
22:57:55,3.13,yes
20:54:57,0.92,yes
18:24:43,94.15,no
21:00:03,3.41,yes
07:08:20,1236.29,no
11:15:16,18993.56,no
16:31:00,100.0,no
11:29:58,14763.18,no
09:19:20,31806.38,no
06:38:00,186.64,no
19:35:22,39.78,no
05:16:19,27.03,no
08:46:49,26020.89,no
18:37:45,119.81,no
08:29:58,22522.52,no
08:44:53,25675.17,no
22:11:12,1.85,yes
22:32:43,1.88,yes
19:50:01,50.19,no
16:47:20,100.0,no
09:05:42,26185.52,no
08:27:03,18735.12,no
01:06:53,1.26,yes
19:49:20,43.15,no
18:02:12,127.52,no
01:03:47,0.69,yes
09:11:15,27281.64,no
16:27:04,100.0,no
01:32:19,2.04,yes
09:39:43,26263.94,no
16:17:19,100.0,no
04:32:06,3.5,yes
00:27:38,3.5,yes
22:41:02,1.45,yes
14:32:13,26020.01,no
18:23:54,121.83,no
22:16:53,0.5,yes
12:47:45,18897.22,no
09:00:08,28226.85,no
21:36:34,1.04,yes
09:26:35,31176.29,no
09:46:15,26008.87,no
08:34:52,23329.5,no
14:45:22,24348.18,no
14:53:43,22330.48,no
02:57:03,2.27,yes
23:48:17,2.39,yes
23:55:08,3.18,yes
05:26:40,50.11,no
12:50:16,19310.33,no
12:22:44,18864.85,no
23:39:55,2.12,yes
06:13:20,156.24,no
02:31:14,2.74,yes
02:50:41,2.29,yes
19:56:56,0.1,yes
09:57:59,30696.63,no
14:31:09,25234.89,no
17:47:43,176.93,no
04:51:24,3.45,yes
17:48:08,163.73,no
18:52:35,55.32,no
04:01:33,2.75,yes
23:32:56,2.13,yes
11:49:43,17313.52,no
05:07:43,17.29,yes
06:43:44,196.93,no
08:53:57,26877.96,no
04:45:42,3.0,yes
00:42:38,1.46,yes
09:50:37,28026.78,no
11:45:49,15884.14,no
20:29:29,1.24,yes
02:09:35,1.61,yes
05:16:25,11.92,yes
06:13:37,125.83,no
23:01:58,2.67,yes
15:17:50,12872.91,no
04:56:04,2.32,yes
07:20:00,9158.43,no
22:33:06,2.31,yes
17:35:11,187.78,no
00:48:07,1.14,yes
16:27:33,100.0,no
10:57:19,21471.19,no
13:04:11,19146.19,no
04:20:45,2.7,yes
00:02:48,3.13,yes
20:42:36,1.72,yes
00:40:37,0.89,yes
00:00:22,1.95,yes
08:08:00,14931.17,no
21:18:36,1.42,yes
05:39:45,89.35,no
01:00:24,1.22,yes
23:31:45,2.43,yes
08:56:19,27475.74,no
04:30:51,3.0,yes
13:43:34,29709.7,no
02:17:24,2.65,yes
23:19:23,2.86,yes
06:39:18,163.81,no
12:36:00,15981.78,no
21:08:13,2.21,yes
21:33:48,1.59,yes
10:13:38,35043.15,no
18:13:31,138.4,no
10:42:55,24781.61,no
02:00:18,1.41,yes
02:33:31,3.45,yes
22:58:41,3.28,yes
12:22:39,18829.84,no
23:27:35,3.42,yes
17:09:30,207.23,no
12:48:20,19108.85,no
09:17:45,30048.63,no
06:14:32,154.61,no
00:51:09,2.73,yes
07:07:41,1696.64,no
09:25:34,29714.04,no
07:29:36,8431.0,no
02:04:00,3.27,yes
03:19:34,2.41,yes
17:07:22,170.93,no
22:12:54,2.43,yes
19:13:15,68.3,no
21:30:07,1.13,yes
21:37:00,1.13,yes
14:40:12,22471.31,no
17:58:41,139.96,no
15:46:42,6949.32,no
05:59:22,84.19,no
01:47:23,2.45,yes
14:20:25,22152.56,no
13:38:45,28470.43,no
14:07:02,25050.28,no
12:28:04,15880.0,no
16:46:42,100.0,no
01:10:27,2.05,yes
05:51:27,111.02,no
23:24:25,3.46,yes
13:25:05,29058.11,no
11:39:52,16742.36,no
12:54:31,21098.64,no
02:10:30,1.79,yes
05:33:23,25.62,no
01:13:27,1.29,yes
19:39:29,9.05,yes
03:13:39,0.54,yes
12:25:22,18584.86,no
22:44:23,1.11,yes
12:14:15,15433.38,no
17:10:01,177.99,no
01:19:11,1.92,yes
12:29:43,15120.11,no
07:09:17,457.36,no
21:14:31,2.39,yes
22:53:30,2.36,yes
06:32:26,121.96,no
22:43:26,1.71,yes
13:45:42,31218.76,no
23:34:33,2.41,yes
20:56:56,0.94,yes
14:37:54,21942.6,no
17:53:38,148.26,no
00:07:26,2.68,yes
17:39:33,142.91,no
19:11:44,71.6,no
02:56:13,2.0,yes
00:30:03,3.46,yes
20:04:39,2.87,yes
21:22:58,1.0,yes
13:50:22,29034.7,no
12:58:15,21213.23,no
23:35:35,2.52,yes
19:15:46,24.68,no
06:23:12,180.17,no
01:04:35,0.61,yes
14:39:38,22333.64,no
07:09:43,2848.19,no
07:05:27,4816.16,no
05:34:33,85.16,no
12:28:12,15418.01,no
14:49:10,23603.69,no
23:22:27,2.4,yes
22:51:02,3.43,yes
12:38:38,18149.69,no
08:18:49,21242.74,no
06:52:54,209.09,no
01:52:17,1.51,yes
16:23:11,100.0,no
08:53:08,27532.98,no
16:05:34,1007.83,no
02:37:58,3.49,yes
22:24:01,2.21,yes
01:13:03,1.35,yes
19:55:52,0.1,yes
09:52:03,28403.29,no
07:40:56,9312.24,no
22:52:16,2.26,yes
05:28:11,21.07,no
22:31:26,1.32,yes
00:58:20,0.75,yes
10:39:25,33117.84,no
19:09:55,58.25,no
06:21:07,122.92,no
12:29:48,14990.2,no
23:33:46,1.67,yes
23:31:20,3.5,yes
23:34:38,2.32,yes
03:21:14,3.5,yes
12:40:20,17659.36,no
07:54:44,10962.77,no
13:42:28,29705.7,no
19:48:05,26.63,no
01:58:27,2.38,yes
13:39:38,28700.67,no
21:42:55,3.5,yes
18:31:50,136.32,no
13:00:31,19139.62,no
17:29:33,198.18,no
09:41:59,28349.46,no
14:29:03,24095.01,no
04:51:45,2.97,yes
21:33:34,2.01,yes
17:14:05,158.34,no
19:08:09,75.66,no
00:32:41,2.26,yes
03:32:46,0.56,yes
07:20:49,9190.15,no
17:12:04,161.66,no
07:49:48,13059.6,no
12:32:27,15803.16,no
17:31:01,172.75,no
19:57:58,0.52,yes
05:43:23,76.17,no
20:41:39,0.52,yes
23:30:55,3.4,yes
02:52:16,1.72,yes
19:42:45,0.1,yes
08:27:02,19059.24,no
03:04:04,2.81,yes
13:40:45,27942.6,no
22:34:28,2.3,yes
05:43:20,80.65,no
11:05:43,25478.04,no
01:49:21,2.08,yes
22:41:37,2.09,yes
20:06:16,2.23,yes
18:22:41,137.11,no
17:12:32,183.05,no
11:29:45,15055.25,no
21:14:45,2.41,yes
11:15:55,20356.98,no
21:10:59,3.22,yes
01:22:14,1.76,yes
06:43:02,174.05,no
12:56:57,21446.35,no
04:25:10,2.48,yes
02:27:57,1.73,yes
15:00:20,17593.95,no
09:25:21,29678.69,no
22:54:39,2.11,yes
20:09:32,0.92,yes
19:53:53,18.05,yes
13:45:05,31026.35,no
04:12:48,2.4,yes
04:23:07,3.11,yes
03:27:30,2.39,yes
17:42:55,190.88,no
00:41:46,1.35,yes
14:56:55,19653.57,no
14:24:47,24468.24,no
12:14:06,15364.23,no
02:26:17,1.15,yes
15:50:45,5667.74,no
20:16:53,0.61,yes
22:35:46,1.65,yes
00:56:51,0.56,yes
14:29:47,24255.08,no
21:40:44,1.95,yes
13:59:16,24362.03,no
02:29:16,3.1,yes
13:32:02,26952.12,no
07:00:00,261.47,no
12:46:12,18922.47,no
19:23:38,56.33,no
21:30:50,1.59,yes
19:42:20,0.1,yes
09:23:01,30845.34,no
01:51:23,1.24,yes
18:35:48,125.73,no
23:53:14,1.05,yes
19:28:54,67.26,no
01:00:07,0.75,yes
02:27:16,1.49,yes
04:52:05,3.06,yes
01:26:35,1.63,yes
05:16:15,25.68,no
02:32:26,3.46,yes
03:01:40,2.7,yes
02:57:53,2.27,yes
02:51:49,1.95,yes
21:26:37,0.68,yes
20:03:23,3.14,yes
10:48:40,22908.51,no
19:04:29,58.42,no
00:57:46,1.21,yes
15:50:14,5861.54,no
21:32:13,2.07,yes
12:28:31,14897.02,no
19:41:46,4.57,yes
00:08:31,3.19,yes
05:02:50,0.1,yes
20:48:01,1.86,yes
00:37:24,1.44,yes
03:49:46,2.9,yes
17:17:38,204.04,no
02:24:03,1.81,yes
04:37:44,0.62,yes
00:54:31,0.98,yes
16:55:07,100.0,no
01:58:29,2.47,yes
23:46:10,2.32,yes
00:50:38,1.03,yes
08:04:12,12463.6,no
01:19:46,2.87,yes
18:27:53,98.93,no
07:52:46,12519.59,no
20:02:47,3.33,yes
05:52:23,91.32,no
10:06:44,30201.19,no
03:45:35,3.32,yes
13:57:28,23886.57,no
16:19:27,100.0,no
13:55:18,24680.51,no
06:52:08,194.48,no
10:22:43,39245.21,no
15:28:15,8599.08,no
03:20:20,2.72,yes
12:04:01,16579.43,no
07:31:51,5654.51,no
00:09:52,3.14,yes
01:19:25,2.19,yes
17:14:18,191.0,no
22:58:04,3.4,yes
16:42:09,2961.1,no
16:10:13,100.0,no
04:06:31,1.59,yes
23:01:54,3.07,yes
04:05:24,3.29,yes
12:35:02,15335.1,no
06:53:43,159.6,no
01:06:21,0.94,yes
10:53:11,22482.86,no
12:36:53,16354.37,no
02:34:42,2.78,yes
03:20:38,2.95,yes
06:45:34,187.9,no
23:21:50,3.06,yes
02:05:10,2.53,yes
20:51:49,2.1,yes
06:32:54,158.25,no
22:47:42,3.5,yes
16:46:37,100.0,no
02:44:16,3.04,yes
11:02:01,25351.27,no
04:47:05,3.03,yes
23:40:15,2.08,yes
06:00:41,73.4,no
11:03:36,23130.96,no
10:28:58,36826.67,no
11:17:32,20529.44,no
08:46:57,26259.51,no
11:45:38,15955.74,no
00:19:50,1.24,yes
17:05:44,162.69,no
11:29:02,16020.68,no
03:50:39,3.08,yes
20:52:32,1.55,yes
16:35:39,100.0,no
15:06:58,17399.39,no
10:09:48,31417.58,no
01:06:24,0.72,yes
21:50:52,3.44,yes
13:20:27,26695.83,no
07:18:01,8804.4,no
22:34:12,1.95,yes
11:41:00,16247.56,no
04:26:58,2.45,yes
06:18:11,171.81,no
20:58:56,2.59,yes
23:08:42,2.7,yes
12:41:01,17716.83,no
19:53:31,48.65,no
09:14:15,30827.17,no
06:49:38,189.4,no
13:44:36,30383.88,no
15:27:53,8465.56,no
20:30:16,1.19,yes
